MonYear,Year,MonthNo,Deaths,Treatment,Effective,Pop,StdPop,Time,Trend,OrigData,Cause,Data Table,Characteristic
"Jan., 1999",1999,1,49,1,0,15759421,157.59421,1,0,1,Combo,Table1,All
"Feb., 1999",1999,2,41,1,0,15759421,157.59421,2,0,1,Combo,Table1,All
"Mar., 1999",1999,3,50,1,0,15759421,157.59421,3,0,1,Combo,Table1,All
"Apr., 1999",1999,4,42,1,0,15759421,157.59421,4,0,1,Combo,Table1,All
"May, 1999",1999,5,46,1,0,15759421,157.59421,5,0,1,Combo,Table1,All
"Jun., 1999",1999,6,49,1,0,15759421,157.59421,6,0,1,Combo,Table1,All
"Jul., 1999",1999,7,53,1,0,15759421,157.59421,7,0,1,Combo,Table1,All
"Aug., 1999",1999,8,33,1,0,15759421,157.59421,8,0,1,Combo,Table1,All
"Sep., 1999",1999,9,42,1,0,15759421,157.59421,9,0,1,Combo,Table1,All
"Oct., 1999",1999,10,58,1,0,15759421,157.59421,10,0,1,Combo,Table1,All
"Nov., 1999",1999,11,40,1,0,15759421,157.59421,11,0,1,Combo,Table1,All
"Dec., 1999",1999,12,70,1,0,15759421,157.59421,12,0,1,Combo,Table1,All
"Jan., 2000",2000,1,59,1,0,16047515,160.47515,13,0,1,Combo,Table1,All
"Feb., 2000",2000,2,37,1,0,16047515,160.47515,14,0,1,Combo,Table1,All
"Mar., 2000",2000,3,41,1,0,16047515,160.47515,15,0,1,Combo,Table1,All
"Apr., 2000",2000,4,20,1,0,16047515,160.47515,16,0,1,Combo,Table1,All
"May, 2000",2000,5,27,1,0,16047515,160.47515,17,0,1,Combo,Table1,All
"Jun., 2000",2000,6,40,1,0,16047515,160.47515,18,0,1,Combo,Table1,All
"Jul., 2000",2000,7,56,1,0,16047515,160.47515,19,0,1,Combo,Table1,All
"Aug., 2000",2000,8,24,1,0,16047515,160.47515,20,0,1,Combo,Table1,All
"Sep., 2000",2000,9,30,1,0,16047515,160.47515,21,0,1,Combo,Table1,All
"Oct., 2000",2000,10,48,1,0,16047515,160.47515,22,0,1,Combo,Table1,All
"Nov., 2000",2000,11,58,1,0,16047515,160.47515,23,0,1,Combo,Table1,All
"Dec., 2000",2000,12,51,1,0,16047515,160.47515,24,0,1,Combo,Table1,All
"Jan., 2001",2001,1,58,1,0,16356966,163.56966,25,0,1,Combo,Table1,All
"Feb., 2001",2001,2,42,1,0,16356966,163.56966,26,0,1,Combo,Table1,All
"Mar., 2001",2001,3,55,1,0,16356966,163.56966,27,0,1,Combo,Table1,All
"Apr., 2001",2001,4,47,1,0,16356966,163.56966,28,0,1,Combo,Table1,All
"May, 2001",2001,5,50,1,0,16356966,163.56966,29,0,1,Combo,Table1,All
"Jun., 2001",2001,6,49,1,0,16356966,163.56966,30,0,1,Combo,Table1,All
"Jul., 2001",2001,7,42,1,0,16356966,163.56966,31,0,1,Combo,Table1,All
"Aug., 2001",2001,8,55,1,0,16356966,163.56966,32,0,1,Combo,Table1,All
"Sep., 2001",2001,9,50,1,0,16356966,163.56966,33,0,1,Combo,Table1,All
"Oct., 2001",2001,10,54,1,0,16356966,163.56966,34,0,1,Combo,Table1,All
"Nov., 2001",2001,11,45,1,0,16356966,163.56966,35,0,1,Combo,Table1,All
"Dec., 2001",2001,12,63,1,0,16356966,163.56966,36,0,1,Combo,Table1,All
"Jan., 2002",2002,1,52,1,0,16689370,166.8937,37,0,1,Combo,Table1,All
"Feb., 2002",2002,2,49,1,0,16689370,166.8937,38,0,1,Combo,Table1,All
"Mar., 2002",2002,3,46,1,0,16689370,166.8937,39,0,1,Combo,Table1,All
"Apr., 2002",2002,4,49,1,0,16689370,166.8937,40,0,1,Combo,Table1,All
"May, 2002",2002,5,69,1,0,16689370,166.8937,41,0,1,Combo,Table1,All
"Jun., 2002",2002,6,58,1,0,16689370,166.8937,42,0,1,Combo,Table1,All
"Jul., 2002",2002,7,62,1,0,16689370,166.8937,43,0,1,Combo,Table1,All
"Aug., 2002",2002,8,57,1,0,16689370,166.8937,44,0,1,Combo,Table1,All
"Sep., 2002",2002,9,68,1,0,16689370,166.8937,45,0,1,Combo,Table1,All
"Oct., 2002",2002,10,56,1,0,16689370,166.8937,46,0,1,Combo,Table1,All
"Nov., 2002",2002,11,57,1,0,16689370,166.8937,47,0,1,Combo,Table1,All
"Dec., 2002",2002,12,46,1,0,16689370,166.8937,48,0,1,Combo,Table1,All
"Jan., 2003",2003,1,50,1,0,17004085,170.04085,49,0,1,Combo,Table1,All
"Feb., 2003",2003,2,49,1,0,17004085,170.04085,50,0,1,Combo,Table1,All
"Mar., 2003",2003,3,56,1,0,17004085,170.04085,51,0,1,Combo,Table1,All
"Apr., 2003",2003,4,63,1,0,17004085,170.04085,52,0,1,Combo,Table1,All
"May, 2003",2003,5,56,1,0,17004085,170.04085,53,0,1,Combo,Table1,All
"Jun., 2003",2003,6,53,1,0,17004085,170.04085,54,0,1,Combo,Table1,All
"Jul., 2003",2003,7,60,1,0,17004085,170.04085,55,0,1,Combo,Table1,All
"Aug., 2003",2003,8,73,1,0,17004085,170.04085,56,0,1,Combo,Table1,All
"Sep., 2003",2003,9,55,1,0,17004085,170.04085,57,0,1,Combo,Table1,All
"Oct., 2003",2003,10,66,1,0,17004085,170.04085,58,0,1,Combo,Table1,All
"Nov., 2003",2003,11,60,1,0,17004085,170.04085,59,0,1,Combo,Table1,All
"Dec., 2003",2003,12,49,1,0,17004085,170.04085,60,0,1,Combo,Table1,All
"Jan., 2004",2004,1,58,1,0,17415318,174.15318,61,0,1,Combo,Table1,All
"Feb., 2004",2004,2,48,1,0,17415318,174.15318,62,0,1,Combo,Table1,All
"Mar., 2004",2004,3,52,1,0,17415318,174.15318,63,0,1,Combo,Table1,All
"Apr., 2004",2004,4,55,1,0,17415318,174.15318,64,0,1,Combo,Table1,All
"May, 2004",2004,5,65,1,0,17415318,174.15318,65,0,1,Combo,Table1,All
"Jun., 2004",2004,6,56,1,0,17415318,174.15318,66,0,1,Combo,Table1,All
"Jul., 2004",2004,7,60,1,0,17415318,174.15318,67,0,1,Combo,Table1,All
"Aug., 2004",2004,8,64,1,0,17415318,174.15318,68,0,1,Combo,Table1,All
"Sep., 2004",2004,9,58,1,0,17415318,174.15318,69,0,1,Combo,Table1,All
"Oct., 2004",2004,10,54,1,0,17415318,174.15318,70,0,1,Combo,Table1,All
"Nov., 2004",2004,11,64,1,0,17415318,174.15318,71,0,1,Combo,Table1,All
"Dec., 2004",2004,12,48,1,0,17415318,174.15318,72,0,1,Combo,Table1,All
"Jan., 2005",2005,1,45,1,0,17842038,178.42038,73,0,1,Combo,Table1,All
"Feb., 2005",2005,2,35,1,0,17842038,178.42038,74,0,1,Combo,Table1,All
"Mar., 2005",2005,3,53,1,0,17842038,178.42038,75,0,1,Combo,Table1,All
"Apr., 2005",2005,4,54,1,0,17842038,178.42038,76,0,1,Combo,Table1,All
"May, 2005",2005,5,45,1,0,17842038,178.42038,77,0,1,Combo,Table1,All
"Jun., 2005",2005,6,61,1,0,17842038,178.42038,78,0,1,Combo,Table1,All
"Jul., 2005",2005,7,71,1,0,17842038,178.42038,79,0,1,Combo,Table1,All
"Aug., 2005",2005,8,57,1,0,17842038,178.42038,80,0,1,Combo,Table1,All
"Sep., 2005",2005,9,45,1,0,17842038,178.42038,81,0,1,Combo,Table1,All
"Oct., 2005",2005,10,60,1,1,17842038,178.42038,82,1,1,Combo,Table1,All
"Nov., 2005",2005,11,61,1,1,17842038,178.42038,83,2,1,Combo,Table1,All
"Dec., 2005",2005,12,74,1,1,17842038,178.42038,84,3,1,Combo,Table1,All
"Jan., 2006",2006,1,61,1,1,18166990,181.6699,85,4,1,Combo,Table1,All
"Feb., 2006",2006,2,67,1,1,18166990,181.6699,86,5,1,Combo,Table1,All
"Mar., 2006",2006,3,55,1,1,18166990,181.6699,87,6,1,Combo,Table1,All
"Apr., 2006",2006,4,73,1,1,18166990,181.6699,88,7,1,Combo,Table1,All
"May, 2006",2006,5,77,1,1,18166990,181.6699,89,8,1,Combo,Table1,All
"Jun., 2006",2006,6,64,1,1,18166990,181.6699,90,9,1,Combo,Table1,All
"Jul., 2006",2006,7,76,1,1,18166990,181.6699,91,10,1,Combo,Table1,All
"Aug., 2006",2006,8,69,1,1,18166990,181.6699,92,11,1,Combo,Table1,All
"Sep., 2006",2006,9,73,1,1,18166990,181.6699,93,12,1,Combo,Table1,All
"Oct., 2006",2006,10,74,1,1,18166990,181.6699,94,13,1,Combo,Table1,All
"Nov., 2006",2006,11,65,1,1,18166990,181.6699,95,14,1,Combo,Table1,All
"Dec., 2006",2006,12,84,1,1,18166990,181.6699,96,15,1,Combo,Table1,All
"Jan., 2007",2007,1,92,1,1,18367842,183.67842,97,16,1,Combo,Table1,All
"Feb., 2007",2007,2,63,1,1,18367842,183.67842,98,17,1,Combo,Table1,All
"Mar., 2007",2007,3,77,1,1,18367842,183.67842,99,18,1,Combo,Table1,All
"Apr., 2007",2007,4,82,1,1,18367842,183.67842,100,19,1,Combo,Table1,All
"May, 2007",2007,5,79,1,1,18367842,183.67842,101,20,1,Combo,Table1,All
"Jun., 2007",2007,6,79,1,1,18367842,183.67842,102,21,1,Combo,Table1,All
"Jul., 2007",2007,7,100,1,1,18367842,183.67842,103,22,1,Combo,Table1,All
"Aug., 2007",2007,8,83,1,1,18367842,183.67842,104,23,1,Combo,Table1,All
"Sep., 2007",2007,9,83,1,1,18367842,183.67842,105,24,1,Combo,Table1,All
"Oct., 2007",2007,10,69,1,1,18367842,183.67842,106,25,1,Combo,Table1,All
"Nov., 2007",2007,11,85,1,1,18367842,183.67842,107,26,1,Combo,Table1,All
"Dec., 2007",2007,12,75,1,1,18367842,183.67842,108,27,1,Combo,Table1,All
"Jan., 2008",2008,1,75,1,1,18527305,185.27305,109,28,1,Combo,Table1,All
"Feb., 2008",2008,2,80,1,1,18527305,185.27305,110,29,1,Combo,Table1,All
"Mar., 2008",2008,3,68,1,1,18527305,185.27305,111,30,1,Combo,Table1,All
"Apr., 2008",2008,4,74,1,1,18527305,185.27305,112,31,1,Combo,Table1,All
"May, 2008",2008,5,94,1,1,18527305,185.27305,113,32,1,Combo,Table1,All
"Jun., 2008",2008,6,82,1,1,18527305,185.27305,114,33,1,Combo,Table1,All
"Jul., 2008",2008,7,79,1,1,18527305,185.27305,115,34,1,Combo,Table1,All
"Aug., 2008",2008,8,62,1,1,18527305,185.27305,116,35,1,Combo,Table1,All
"Sep., 2008",2008,9,76,1,1,18527305,185.27305,117,36,1,Combo,Table1,All
"Oct., 2008",2008,10,87,1,1,18527305,185.27305,118,37,1,Combo,Table1,All
"Nov., 2008",2008,11,66,1,1,18527305,185.27305,119,38,1,Combo,Table1,All
"Dec., 2008",2008,12,76,1,1,18527305,185.27305,120,39,1,Combo,Table1,All
"Jan., 2009",2009,1,67,1,1,18652644,186.52644,121,40,1,Combo,Table1,All
"Feb., 2009",2009,2,50,1,1,18652644,186.52644,122,41,1,Combo,Table1,All
"Mar., 2009",2009,3,75,1,1,18652644,186.52644,123,42,1,Combo,Table1,All
"Apr., 2009",2009,4,57,1,1,18652644,186.52644,124,43,1,Combo,Table1,All
"May, 2009",2009,5,69,1,1,18652644,186.52644,125,44,1,Combo,Table1,All
"Jun., 2009",2009,6,73,1,1,18652644,186.52644,126,45,1,Combo,Table1,All
"Jul., 2009",2009,7,76,1,1,18652644,186.52644,127,46,1,Combo,Table1,All
"Aug., 2009",2009,8,81,1,1,18652644,186.52644,128,47,1,Combo,Table1,All
"Sep., 2009",2009,9,65,1,1,18652644,186.52644,129,48,1,Combo,Table1,All
"Oct., 2009",2009,10,62,1,1,18652644,186.52644,130,49,1,Combo,Table1,All
"Nov., 2009",2009,11,90,1,1,18652644,186.52644,131,50,1,Combo,Table1,All
"Dec., 2009",2009,12,69,1,1,18652644,186.52644,132,51,1,Combo,Table1,All
"Jan., 2010",2010,1,68,1,1,18846461,188.46461,133,52,1,Combo,Table1,All
"Feb., 2010",2010,2,48,1,1,18846461,188.46461,134,53,1,Combo,Table1,All
"Mar., 2010",2010,3,67,1,1,18846461,188.46461,135,54,1,Combo,Table1,All
"Apr., 2010",2010,4,81,1,1,18846461,188.46461,136,55,1,Combo,Table1,All
"May, 2010",2010,5,71,1,1,18846461,188.46461,137,56,1,Combo,Table1,All
"Jun., 2010",2010,6,67,1,1,18846461,188.46461,138,57,1,Combo,Table1,All
"Jul., 2010",2010,7,55,1,1,18846461,188.46461,139,58,1,Combo,Table1,All
"Aug., 2010",2010,8,59,1,1,18846461,188.46461,140,59,1,Combo,Table1,All
"Sep., 2010",2010,9,76,1,1,18846461,188.46461,141,60,1,Combo,Table1,All
"Oct., 2010",2010,10,74,1,1,18846461,188.46461,142,61,1,Combo,Table1,All
"Nov., 2010",2010,11,72,1,1,18846461,188.46461,143,62,1,Combo,Table1,All
"Dec., 2010",2010,12,59,1,1,18846461,188.46461,144,63,1,Combo,Table1,All
"Jan., 2011",2011,1,90,1,1,19097369,190.97369,145,64,1,Combo,Table1,All
"Feb., 2011",2011,2,53,1,1,19097369,190.97369,146,65,1,Combo,Table1,All
"Mar., 2011",2011,3,63,1,1,19097369,190.97369,147,66,1,Combo,Table1,All
"Apr., 2011",2011,4,73,1,1,19097369,190.97369,148,67,1,Combo,Table1,All
"May, 2011",2011,5,92,1,1,19097369,190.97369,149,68,1,Combo,Table1,All
"Jun., 2011",2011,6,76,1,1,19097369,190.97369,150,69,1,Combo,Table1,All
"Jul., 2011",2011,7,68,1,1,19097369,190.97369,151,70,1,Combo,Table1,All
"Aug., 2011",2011,8,75,1,1,19097369,190.97369,152,71,1,Combo,Table1,All
"Sep., 2011",2011,9,73,1,1,19097369,190.97369,153,72,1,Combo,Table1,All
"Oct., 2011",2011,10,60,1,1,19097369,190.97369,154,73,1,Combo,Table1,All
"Nov., 2011",2011,11,74,1,1,19097369,190.97369,155,74,1,Combo,Table1,All
"Dec., 2011",2011,12,68,1,1,19097369,190.97369,156,75,1,Combo,Table1,All
"Jan., 2012",2012,1,75,1,1,19341327,193.41327,157,76,1,Combo,Table1,All
"Feb., 2012",2012,2,64,1,1,19341327,193.41327,158,77,1,Combo,Table1,All
"Mar., 2012",2012,3,83,1,1,19341327,193.41327,159,78,1,Combo,Table1,All
"Apr., 2012",2012,4,67,1,1,19341327,193.41327,160,79,1,Combo,Table1,All
"May, 2012",2012,5,77,1,1,19341327,193.41327,161,80,1,Combo,Table1,All
"Jun., 2012",2012,6,81,1,1,19341327,193.41327,162,81,1,Combo,Table1,All
"Jul., 2012",2012,7,86,1,1,19341327,193.41327,163,82,1,Combo,Table1,All
"Aug., 2012",2012,8,68,1,1,19341327,193.41327,164,83,1,Combo,Table1,All
"Sep., 2012",2012,9,76,1,1,19341327,193.41327,165,84,1,Combo,Table1,All
"Oct., 2012",2012,10,71,1,1,19341327,193.41327,166,85,1,Combo,Table1,All
"Nov., 2012",2012,11,69,1,1,19341327,193.41327,167,86,1,Combo,Table1,All
"Dec., 2012",2012,12,82,1,1,19341327,193.41327,168,87,1,Combo,Table1,All
"Jan., 2013",2013,1,64,1,1,19584927,195.84927,169,88,1,Combo,Table1,All
"Feb., 2013",2013,2,59,1,1,19584927,195.84927,170,89,1,Combo,Table1,All
"Mar., 2013",2013,3,61,1,1,19584927,195.84927,171,90,1,Combo,Table1,All
"Apr., 2013",2013,4,71,1,1,19584927,195.84927,172,91,1,Combo,Table1,All
"May, 2013",2013,5,55,1,1,19584927,195.84927,173,92,1,Combo,Table1,All
"Jun., 2013",2013,6,67,1,1,19584927,195.84927,174,93,1,Combo,Table1,All
"Jul., 2013",2013,7,84,1,1,19584927,195.84927,175,94,1,Combo,Table1,All
"Aug., 2013",2013,8,88,1,1,19584927,195.84927,176,95,1,Combo,Table1,All
"Sep., 2013",2013,9,51,1,1,19584927,195.84927,177,96,1,Combo,Table1,All
"Oct., 2013",2013,10,78,1,1,19584927,195.84927,178,97,1,Combo,Table1,All
"Nov., 2013",2013,11,92,1,1,19584927,195.84927,179,98,1,Combo,Table1,All
"Dec., 2013",2013,12,79,1,1,19584927,195.84927,180,99,1,Combo,Table1,All
"Jan., 2014",2014,1,64,1,1,19897747,198.97747,181,100,1,Combo,Table1,All
"Feb., 2014",2014,2,51,1,1,19897747,198.97747,182,101,1,Combo,Table1,All
"Mar., 2014",2014,3,84,1,1,19897747,198.97747,183,102,1,Combo,Table1,All
"Apr., 2014",2014,4,71,1,1,19897747,198.97747,184,103,1,Combo,Table1,All
"May, 2014",2014,5,71,1,1,19897747,198.97747,185,104,1,Combo,Table1,All
"Jun., 2014",2014,6,82,1,1,19897747,198.97747,186,105,1,Combo,Table1,All
"Jul., 2014",2014,7,65,1,1,19897747,198.97747,187,106,1,Combo,Table1,All
"Aug., 2014",2014,8,66,1,1,19897747,198.97747,188,107,1,Combo,Table1,All
"Sep., 2014",2014,9,60,1,1,19897747,198.97747,189,108,1,Combo,Table1,All
"Oct., 2014",2014,10,80,1,1,19897747,198.97747,190,109,1,Combo,Table1,All
"Nov., 2014",2014,11,73,1,1,19897747,198.97747,191,110,1,Combo,Table1,All
"Dec., 2014",2014,12,82,1,1,19897747,198.97747,192,111,1,Combo,Table1,All
"Jan., 2015",2015,1,88,1,1,20268567,202.68567,193,112,0,Combo,Table1,All
"Feb., 2015",2015,2,55,1,1,20268567,202.68567,194,113,0,Combo,Table1,All
"Mar., 2015",2015,3,74,1,1,20268567,202.68567,195,114,0,Combo,Table1,All
"Apr., 2015",2015,4,54,1,1,20268567,202.68567,196,115,0,Combo,Table1,All
"May, 2015",2015,5,79,1,1,20268567,202.68567,197,116,0,Combo,Table1,All
"Jun., 2015",2015,6,82,1,1,20268567,202.68567,198,117,0,Combo,Table1,All
"Jul., 2015",2015,7,79,1,1,20268567,202.68567,199,118,0,Combo,Table1,All
"Aug., 2015",2015,8,80,1,1,20268567,202.68567,200,119,0,Combo,Table1,All
"Sep., 2015",2015,9,81,1,1,20268567,202.68567,201,120,0,Combo,Table1,All
"Oct., 2015",2015,10,66,1,1,20268567,202.68567,202,121,0,Combo,Table1,All
"Nov., 2015",2015,11,95,1,1,20268567,202.68567,203,122,0,Combo,Table1,All
"Dec., 2015",2015,12,80,1,1,20268567,202.68567,204,123,0,Combo,Table1,All
"Jan., 2016",2016,1,89,1,1,20656589,206.56589,205,124,0,Combo,Table1,All
"Feb., 2016",2016,2,74,1,1,20656589,206.56589,206,125,0,Combo,Table1,All
"Mar., 2016",2016,3,86,1,1,20656589,206.56589,207,126,0,Combo,Table1,All
"Apr., 2016",2016,4,76,1,1,20656589,206.56589,208,127,0,Combo,Table1,All
"May, 2016",2016,5,80,1,1,20656589,206.56589,209,128,0,Combo,Table1,All
"Jun., 2016",2016,6,111,1,1,20656589,206.56589,210,129,0,Combo,Table1,All
"Jul., 2016",2016,7,98,1,1,20656589,206.56589,211,130,0,Combo,Table1,All
"Aug., 2016",2016,8,83,1,1,20656589,206.56589,212,131,0,Combo,Table1,All
"Sep., 2016",2016,9,77,1,1,20656589,206.56589,213,132,0,Combo,Table1,All
"Oct., 2016",2016,10,83,1,1,20656589,206.56589,214,133,0,Combo,Table1,All
"Nov., 2016",2016,11,82,1,1,20656589,206.56589,215,134,0,Combo,Table1,All
"Dec., 2016",2016,12,79,1,1,20656589,206.56589,216,135,0,Combo,Table1,All
"Jan., 1999",1999,1,121,0,0,45577945,455.77945,0,0,1,Combo,Table1,All
"Feb., 1999",1999,2,108,0,0,45577945,455.77945,1,0,1,Combo,Table1,All
"Mar., 1999",1999,3,85,0,0,45577945,455.77945,2,0,1,Combo,Table1,All
"Apr., 1999",1999,4,97,0,0,45577945,455.77945,3,0,1,Combo,Table1,All
"May, 1999",1999,5,110,0,0,45577945,455.77945,4,0,1,Combo,Table1,All
"Jun., 1999",1999,6,103,0,0,45577945,455.77945,5,0,1,Combo,Table1,All
"Jul., 1999",1999,7,113,0,0,45577945,455.77945,6,0,1,Combo,Table1,All
"Aug., 1999",1999,8,114,0,0,45577945,455.77945,7,0,1,Combo,Table1,All
"Sep., 1999",1999,9,121,0,0,45577945,455.77945,8,0,1,Combo,Table1,All
"Oct., 1999",1999,10,137,0,0,45577945,455.77945,9,0,1,Combo,Table1,All
"Nov., 1999",1999,11,104,0,0,45577945,455.77945,10,0,1,Combo,Table1,All
"Dec., 1999",1999,12,125,0,0,45577945,455.77945,11,0,1,Combo,Table1,All
"Jan., 2000",2000,1,123,0,0,45901761,459.01761,12,0,1,Combo,Table1,All
"Feb., 2000",2000,2,105,0,0,45901761,459.01761,13,0,1,Combo,Table1,All
"Mar., 2000",2000,3,113,0,0,45901761,459.01761,14,0,1,Combo,Table1,All
"Apr., 2000",2000,4,108,0,0,45901761,459.01761,15,0,1,Combo,Table1,All
"May, 2000",2000,5,124,0,0,45901761,459.01761,16,0,1,Combo,Table1,All
"Jun., 2000",2000,6,110,0,0,45901761,459.01761,17,0,1,Combo,Table1,All
"Jul., 2000",2000,7,137,0,0,45901761,459.01761,18,0,1,Combo,Table1,All
"Aug., 2000",2000,8,128,0,0,45901761,459.01761,19,0,1,Combo,Table1,All
"Sep., 2000",2000,9,112,0,0,45901761,459.01761,20,0,1,Combo,Table1,All
"Oct., 2000",2000,10,120,0,0,45901761,459.01761,21,0,1,Combo,Table1,All
"Nov., 2000",2000,11,113,0,0,45901761,459.01761,22,0,1,Combo,Table1,All
"Dec., 2000",2000,12,129,0,0,45901761,459.01761,23,0,1,Combo,Table1,All
"Jan., 2001",2001,1,131,0,0,46161275,461.61275,24,0,1,Combo,Table1,All
"Feb., 2001",2001,2,86,0,0,46161275,461.61275,25,0,1,Combo,Table1,All
"Mar., 2001",2001,3,113,0,0,46161275,461.61275,26,0,1,Combo,Table1,All
"Apr., 2001",2001,4,97,0,0,46161275,461.61275,27,0,1,Combo,Table1,All
"May, 2001",2001,5,121,0,0,46161275,461.61275,28,0,1,Combo,Table1,All
"Jun., 2001",2001,6,126,0,0,46161275,461.61275,29,0,1,Combo,Table1,All
"Jul., 2001",2001,7,130,0,0,46161275,461.61275,30,0,1,Combo,Table1,All
"Aug., 2001",2001,8,127,0,0,46161275,461.61275,31,0,1,Combo,Table1,All
"Sep., 2001",2001,9,123,0,0,46161275,461.61275,32,0,1,Combo,Table1,All
"Oct., 2001",2001,10,124,0,0,46161275,461.61275,33,0,1,Combo,Table1,All
"Nov., 2001",2001,11,138,0,0,46161275,461.61275,34,0,1,Combo,Table1,All
"Dec., 2001",2001,12,132,0,0,46161275,461.61275,35,0,1,Combo,Table1,All
"Jan., 2002",2002,1,135,0,0,46385205,463.85205,36,0,1,Combo,Table1,All
"Feb., 2002",2002,2,102,0,0,46385205,463.85205,37,0,1,Combo,Table1,All
"Mar., 2002",2002,3,129,0,0,46385205,463.85205,38,0,1,Combo,Table1,All
"Apr., 2002",2002,4,129,0,0,46385205,463.85205,39,0,1,Combo,Table1,All
"May, 2002",2002,5,128,0,0,46385205,463.85205,40,0,1,Combo,Table1,All
"Jun., 2002",2002,6,105,0,0,46385205,463.85205,41,0,1,Combo,Table1,All
"Jul., 2002",2002,7,120,0,0,46385205,463.85205,42,0,1,Combo,Table1,All
"Aug., 2002",2002,8,124,0,0,46385205,463.85205,43,0,1,Combo,Table1,All
"Sep., 2002",2002,9,148,0,0,46385205,463.85205,44,0,1,Combo,Table1,All
"Oct., 2002",2002,10,125,0,0,46385205,463.85205,45,0,1,Combo,Table1,All
"Nov., 2002",2002,11,128,0,0,46385205,463.85205,46,0,1,Combo,Table1,All
"Dec., 2002",2002,12,127,0,0,46385205,463.85205,47,0,1,Combo,Table1,All
"Jan., 2003",2003,1,117,0,0,46579106,465.79106,48,0,1,Combo,Table1,All
"Feb., 2003",2003,2,113,0,0,46579106,465.79106,49,0,1,Combo,Table1,All
"Mar., 2003",2003,3,136,0,0,46579106,465.79106,50,0,1,Combo,Table1,All
"Apr., 2003",2003,4,140,0,0,46579106,465.79106,51,0,1,Combo,Table1,All
"May, 2003",2003,5,114,0,0,46579106,465.79106,52,0,1,Combo,Table1,All
"Jun., 2003",2003,6,141,0,0,46579106,465.79106,53,0,1,Combo,Table1,All
"Jul., 2003",2003,7,136,0,0,46579106,465.79106,54,0,1,Combo,Table1,All
"Aug., 2003",2003,8,135,0,0,46579106,465.79106,55,0,1,Combo,Table1,All
"Sep., 2003",2003,9,133,0,0,46579106,465.79106,56,0,1,Combo,Table1,All
"Oct., 2003",2003,10,130,0,0,46579106,465.79106,57,0,1,Combo,Table1,All
"Nov., 2003",2003,11,140,0,0,46579106,465.79106,58,0,1,Combo,Table1,All
"Dec., 2003",2003,12,146,0,0,46579106,465.79106,59,0,1,Combo,Table1,All
"Jan., 2004",2004,1,121,0,0,46733954,467.33954,60,0,1,Combo,Table1,All
"Feb., 2004",2004,2,97,0,0,46733954,467.33954,61,0,1,Combo,Table1,All
"Mar., 2004",2004,3,116,0,0,46733954,467.33954,62,0,1,Combo,Table1,All
"Apr., 2004",2004,4,119,0,0,46733954,467.33954,63,0,1,Combo,Table1,All
"May, 2004",2004,5,127,0,0,46733954,467.33954,64,0,1,Combo,Table1,All
"Jun., 2004",2004,6,117,0,0,46733954,467.33954,65,0,1,Combo,Table1,All
"Jul., 2004",2004,7,154,0,0,46733954,467.33954,66,0,1,Combo,Table1,All
"Aug., 2004",2004,8,135,0,0,46733954,467.33954,67,0,1,Combo,Table1,All
"Sep., 2004",2004,9,147,0,0,46733954,467.33954,68,0,1,Combo,Table1,All
"Oct., 2004",2004,10,115,0,0,46733954,467.33954,69,0,1,Combo,Table1,All
"Nov., 2004",2004,11,118,0,0,46733954,467.33954,70,0,1,Combo,Table1,All
"Dec., 2004",2004,12,125,0,0,46733954,467.33954,71,0,1,Combo,Table1,All
"Jan., 2005",2005,1,132,0,0,46825009,468.25009,72,0,1,Combo,Table1,All
"Feb., 2005",2005,2,104,0,0,46825009,468.25009,73,0,1,Combo,Table1,All
"Mar., 2005",2005,3,119,0,0,46825009,468.25009,74,0,1,Combo,Table1,All
"Apr., 2005",2005,4,110,0,0,46825009,468.25009,75,0,1,Combo,Table1,All
"May, 2005",2005,5,165,0,0,46825009,468.25009,76,0,1,Combo,Table1,All
"Jun., 2005",2005,6,147,0,0,46825009,468.25009,77,0,1,Combo,Table1,All
"Jul., 2005",2005,7,160,0,0,46825009,468.25009,78,0,1,Combo,Table1,All
"Aug., 2005",2005,8,145,0,0,46825009,468.25009,79,0,1,Combo,Table1,All
"Sep., 2005",2005,9,140,0,0,46825009,468.25009,80,0,1,Combo,Table1,All
"Oct., 2005",2005,10,144,0,1,46825009,468.25009,81,1,1,Combo,Table1,All
"Nov., 2005",2005,11,143,0,1,46825009,468.25009,82,2,1,Combo,Table1,All
"Dec., 2005",2005,12,145,0,1,46825009,468.25009,83,3,1,Combo,Table1,All
"Jan., 2006",2006,1,122,0,1,46921248,469.21248,84,4,1,Combo,Table1,All
"Feb., 2006",2006,2,117,0,1,46921248,469.21248,85,5,1,Combo,Table1,All
"Mar., 2006",2006,3,100,0,1,46921248,469.21248,86,6,1,Combo,Table1,All
"Apr., 2006",2006,4,120,0,1,46921248,469.21248,87,7,1,Combo,Table1,All
"May, 2006",2006,5,146,0,1,46921248,469.21248,88,8,1,Combo,Table1,All
"Jun., 2006",2006,6,157,0,1,46921248,469.21248,89,9,1,Combo,Table1,All
"Jul., 2006",2006,7,166,0,1,46921248,469.21248,90,10,1,Combo,Table1,All
"Aug., 2006",2006,8,151,0,1,46921248,469.21248,91,11,1,Combo,Table1,All
"Sep., 2006",2006,9,145,0,1,46921248,469.21248,92,12,1,Combo,Table1,All
"Oct., 2006",2006,10,155,0,1,46921248,469.21248,93,13,1,Combo,Table1,All
