State,MonYear,Year,MonthNo,Characteristic,Deaths,Cause,Treatment,Population
FL,"May, 2003",2003,5,Black or African American,29,Firearm Homicide,1,2645514
FL,"Jun., 2003",2003,6,Black or African American,29,Firearm Homicide,1,2645514
FL,"Jul., 2003",2003,7,Black or African American,30,Firearm Homicide,1,2645514
FL,"Aug., 2003",2003,8,Black or African American,42,Firearm Homicide,1,2645514
FL,"Sep., 2003",2003,9,Black or African American,34,Firearm Homicide,1,2645514
FL,"Oct., 2003",2003,10,Black or African American,35,Firearm Homicide,1,2645514
FL,"Nov., 2003",2003,11,Black or African American,33,Firearm Homicide,1,2645514
FL,"Dec., 2003",2003,12,Black or African American,25,Firearm Homicide,1,2645514
FL,"Jan., 2004",2004,1,Black or African American,29,Firearm Homicide,1,2726256
FL,"Feb., 2004",2004,2,Black or African American,27,Firearm Homicide,1,2726256
FL,"Mar., 2004",2004,3,Black or African American,27,Firearm Homicide,1,2726256
FL,"Apr., 2004",2004,4,Black or African American,32,Firearm Homicide,1,2726256
FL,"May, 2004",2004,5,Black or African American,30,Firearm Homicide,1,2726256
FL,"Jun., 2004",2004,6,Black or African American,28,Firearm Homicide,1,2726256
FL,"Jul., 2004",2004,7,Black or African American,32,Firearm Homicide,1,2726256
FL,"Aug., 2004",2004,8,Black or African American,36,Firearm Homicide,1,2726256
FL,"Sep., 2004",2004,9,Black or African American,28,Firearm Homicide,1,2726256
FL,"Oct., 2004",2004,10,Black or African American,34,Firearm Homicide,1,2726256
FL,"Nov., 2004",2004,11,Black or African American,40,Firearm Homicide,1,2726256
FL,"Dec., 2004",2004,12,Black or African American,27,Firearm Homicide,1,2726256
FL,"Jan., 2005",2005,1,Black or African American,23,Firearm Homicide,1,2815695
FL,"Feb., 2005",2005,2,Black or African American,14,Firearm Homicide,1,2815695
FL,"Mar., 2005",2005,3,Black or African American,23,Firearm Homicide,1,2815695
FL,"Apr., 2005",2005,4,Black or African American,29,Firearm Homicide,1,2815695
FL,"May, 2005",2005,5,Black or African American,28,Firearm Homicide,1,2815695
FL,"Jun., 2005",2005,6,Black or African American,36,Firearm Homicide,1,2815695
FL,"Jul., 2005",2005,7,Black or African American,44,Firearm Homicide,1,2815695
FL,"Aug., 2005",2005,8,Black or African American,34,Firearm Homicide,1,2815695
FL,"Sep., 2005",2005,9,Black or African American,22,Firearm Homicide,1,2815695
FL,"Oct., 2005",2005,10,Black or African American,35,Firearm Homicide,1,2815695
FL,"Nov., 2005",2005,11,Black or African American,32,Firearm Homicide,1,2815695
FL,"Dec., 2005",2005,12,Black or African American,37,Firearm Homicide,1,2815695
FL,"Jan., 2006",2006,1,Black or African American,35,Firearm Homicide,1,2896799
FL,"Feb., 2006",2006,2,Black or African American,18,Firearm Homicide,1,2896799
FL,"Mar., 2006",2006,3,Black or African American,30,Firearm Homicide,1,2896799
FL,"Apr., 2006",2006,4,Black or African American,41,Firearm Homicide,1,2896799
FL,"May, 2006",2006,5,Black or African American,39,Firearm Homicide,1,2896799
FL,"Jun., 2006",2006,6,Black or African American,32,Firearm Homicide,1,2896799
FL,"Jul., 2006",2006,7,Black or African American,41,Firearm Homicide,1,2896799
FL,"Aug., 2006",2006,8,Black or African American,38,Firearm Homicide,1,2896799
